"ID","GENERO","RENTA","EDAD","NIV_EDUC","E_CIVIL","COD_OFI","COD_COM","CIUDAD","D_Marzo","D_Abril","D_Mayo","D_Junio","D_Julio","D_Agosto","D_Septiembre","M_MOROSO","MONTO","SEGURO","FUGA"
2739,"F",122782,40,"UNV","CAS",31,119,"SANTIAGO",0,0,0,1300633,0,0,2775,1,2600000,"SI",NA
2740,"M",497170,32,"TEC","VIU",48,107,"SANTIAGO",0,305895,0,0,74,0,63,2,1900000,"NO",NA
2741,"F",57281,53,"TEC","SOL",67,193,"CHILLAN",0,543106,0,15334,0,17817,192,0,4500000,"NO",NA
2742,"M",36628,46,"UNV","SEP",16,89,"SANTIAGO",0,6392,0,0,836,4307,229,2,2400000,"NO",NA
2743,"M",532586,49,"UNV","SOL",76,84,"SANTIAGO",90034,32112,0,230046,542,0,207,2,1300000,"SI",NA
2744,"M",234413,52,"UNV","CAS",27,226,"CONCEPCION",965364,12985,0,181605,9,0,43,1,500000,"SI",NA
2745,"M",1029620,52,"TEC","CAS",27,226,"CONCEPCION",0,182,0,687391,1322,814,780,2,3200000,"NO",NA
2746,"F",373840,51,"UNV","SOL",138,1,"ARICA",0,93902,0,51717,19,0,0,1,2400000,"NO",NA
2747,"M",184277,35,"TEC","CAS",90,100,"SANTIAGO",0,148717,0,22014,3,0,1,1,2700000,"NO",NA
2748,"F",4089335,40,"TEC","SOL",82,98,"SANTIAGO",0,695056,0,0,5,5475,0,1,1300000,"SI",NA
2749,"M",22057,51,"MED","SEP",55,90,"SANTIAGO",0,11548,0,132580,146,0,113,1,5900000,"SI",NA
2750,"F",169231,26,"UNV","SOL",83,88,"SANTIAGO",0,0,0,82139,0,0,10,1,2000000,"NO",NA
2751,"M",219157,28,"TEC","CAS",61,285,"SAN PABLO",0,326314,0,665856,173,29969,5289,2,4000000,"NO",NA
2752,"F",32310,45,"TEC","SOL",153,297,"FRESIA",0,123798,0,0,0,1676,443,0,1400000,"SI",NA
2753,"M",75525,40,"UNV","CAS",27,226,"CONCEPCION",0,40590,0,0,417,0,0,1,2000000,"NO",NA
2754,"M",301128,40,"UNV","CAS",93,89,"SANTIAGO",0,905,0,738100,214,0,387,2,1900000,"NO",NA
2755,"M",550124,55,"TEC","SEP",53,80,"SANTIAGO",450758,191665,0,0,91,0,4,2,1400000,"SI",NA
2756,"F",10814,60,"TEC","SOL",22,1,"ARICA",440141,71502,0,1101668,782,0,703,1,2900000,"SI",NA
2757,"F",170872,42,"TEC","CAS",61,284,"OSORNO",0,414611,0,472313,141,0,0,1,3500000,"NO",NA
2758,"M",692017,53,"TEC","SOL",127,104,"SANTIAGO",0,269628,0,0,135,0,0,2,3400000,"NO",NA
2759,"M",7016927,40,"UNV","CAS",66,85,"SANTIAGO",0,1176,0,630044,2575,0,315,2,3400000,"NO",NA
2760,"M",482942,35,"UNV","SOL",90,67,"VINA DEL MAR",0,482863,0,0,228,0,31,1,1400000,"NO",NA
2761,"F",48058,41,"UNV","CAS",31,119,"SANTIAGO",163162,461557,0,341226,1109,940,44,2,4900000,"NO",NA
2762,"M",286859,45,"UNV","CAS",31,119,"SANTIAGO",0,0,0,0,8,0,0,1,2200000,"NO",NA
2763,"M",160103,38,"TEC","CAS",25,81,"SANTIAGO",505135,0,0,0,130,0,0,1,700000,"NO",NA
2764,"F",310440,32,"TEC","SOL",97,326,"PUNTA ARENAS",297969,110978,0,84819,270,542,91,1,500000,"NO",NA
2765,"F",47368,37,"MED","CAS",48,85,"SANTIAGO",0,0,0,0,173,0,0,1,1600000,"NO",NA
2766,"F",480705,46,"UNV","CAS",138,1,"ARICA",0,79358,0,296097,19,0,187,1,2100000,"NO",NA
2767,"M",763342,42,"UNV","SEP",31,119,"SANTIAGO",0,182687,0,0,152,0,2022,2,3700000,"NO",NA
2768,"F",31885,29,"TEC","CAS",117,86,"SANTIAGO",0,688790,0,0,4,0,0,1,900000,"NO",NA
2769,"F",288493,50,"UNV","SEP",138,1,"ARICA",0,3105,0,106263,406,0,223,2,1100000,"NO",NA
2770,"F",10569,31,"MED","CAS",56,131,"RANCAGUA",43368,180043,0,166260,16,0,175,1,1100000,"NO",NA
2771,"M",489737,43,"TEC","CAS",138,1,"ARICA",121519,44484,0,206363,827,0,1344,2,1200000,"NO",NA
2772,"F",14037,39,"TEC","SOL",13,16,"ANTOFAGASTA",0,580177,0,0,0,0,0,1,5300000,"SI",NA
2773,"F",36742,46,"TEC","SOL",55,91,"SANTIAGO",0,146117,0,0,359,0,436,1,8000000,"SI",NA
2774,"F",402094,30,"TEC","CAS",84,80,"SANTIAGO",0,120208,0,13596,92,0,9,2,1700000,"NO",NA
2775,"M",470257,42,"MED","SEP",31,119,"SANTIAGO",1292657,317643,0,0,3187,0,169,2,2200000,"SI",NA
2776,"M",11160,40,"MED","CAS",55,90,"SANTIAGO",210575,257188,0,55755,487,0,76,1,1300000,"NO",NA
2777,"F",3408100,44,"UNV","CAS",129,105,"SANTIAGO",0,315103,0,77227,1063,17284,7,2,650000,"SI",NA
2778,"M",420678,48,"UNV","SOL",138,1,"ARICA",0,432924,0,0,0,14631,29,1,3100000,"NO",NA
2779,"M",46327,46,"MED","SEP",55,90,"SANTIAGO",106298,606821,0,0,0,0,204,1,5600000,"NO",NA
2780,"M",42714,54,"TEC","SOL",77,227,"TALCAHUANO",0,468167,0,36101,403,0,0,1,1700000,"NO",NA
2781,"M",67023,48,"UNV","CAS",54,98,"SANTIAGO",0,37815,0,0,599,0,92277,2,5800000,"NO",NA
2782,"M",609043,40,"TEC","CAS",138,1,"ARICA",0,14661,0,2132722,168,0,1807,1,1600000,"NO",NA
2783,"M",109661,48,"MED","CAS",27,88,"SANTIAGO",0,104833,0,254818,1188,0,96,3,2600000,"NO",NA
2784,"M",425900,30,"TEC","SEP",122,98,"SANTIAGO",0,74346,0,196101,461,5247,136,1,1400000,"NO",NA
2785,"M",4824799,42,"UNV","CAS",55,90,"SANTIAGO",0,19596,0,5187,477,0,5309,3,6200000,"NO",NA
2786,"M",116825,31,"UNV","CAS",13,16,"ANTOFAGASTA",0,217001,0,0,105,17760,44,1,1900000,"NO",NA
2787,"F",663053,28,"TEC","SOL",74,93,"SANTIAGO",0,211580,0,50780,206,0,1,1,3700000,"NO",NA
2788,"M",25928,40,"MED","CAS",104,85,"SANTIAGO",0,99941,0,396775,70,0,0,1,3700000,"NO",NA
2789,"M",97471,47,"UNV","CAS",138,1,"ARICA",0,71235,0,15905,205,0,240,1,2300000,"NO",NA
2790,"M",353466,41,"MED","CAS",37,87,"SANTIAGO",0,0,0,0,285,0,18590,1,1700000,"NO",NA
2791,"M",6576503,44,"UNV","CAS",48,88,"SANTIAGO",0,400957,0,0,3,0,83,1,8000000,"SI",NA
2792,"F",83454,42,"MED","SOL",90,115,"SANTIAGO",0,229795,0,130940,0,4682,0,0,2300000,"SI",NA
2793,"F",10789,59,"TEC","SOL",84,89,"SANTIAGO",0,0,0,0,136,626,133,1,7400000,"SI",NA
2794,"M",370708,53,"TEC","CAS",16,80,"SANTIAGO",0,5384,0,61254,180,0,13,2,1700000,"NO",NA
2795,"M",69378,47,"UNV","CAS",55,90,"SANTIAGO",0,105090,0,1765632,214,0,3671,1,5600000,"SI",NA
2796,"M",420842,24,"TEC","SOL",90,128,"PENAFLOR",0,31114,0,124990,98,0,148,1,1600000,"NO",NA
2797,"M",472762,42,"UNV","CAS",92,82,"SANTIAGO",0,0,0,175266,27,0,740,1,2800000,"NO",NA
2798,"M",297279,36,"TEC","CAS",108,90,"SANTIAGO",0,540050,0,367382,0,0,343,0,1400000,"SI",NA
2799,"M",388479,53,"TEC","SEP",27,226,"CONCEPCION",0,4763,0,270850,108,0,465,1,2100000,"NO",NA
2800,"M",206474,49,"MED","CAS",83,93,"SANTIAGO",0,28166,0,474972,131,0,1507,2,750000,"NO",NA
2801,"M",186628,52,"MED","SEP",31,119,"SANTIAGO",0,94430,0,36056,39,14663,1544,1,2600000,"NO",NA
2802,"M",1802568,38,"UNV","SOL",120,89,"SANTIAGO",0,159215,0,833,4458,0,37245,1,6700000,"NO",NA
2803,"M",547440,50,"UNV","CAS",138,1,"ARICA",0,1096200,0,98088,218,723,69,1,2000000,"NO",NA
2804,"M",32868,45,"UNV","CAS",55,90,"SANTIAGO",0,31599,0,317111,18,0,187,1,2000000,"NO",NA
2805,"M",5826,40,"TEC","CAS",43,70,"QUILPUE",0,177109,0,191417,41,0,1595,1,2400000,"SI",NA
2806,"F",451225,48,"UNV","SEP",138,1,"ARICA",173539,63375,0,581158,416,4811,1073,1,1200000,"SI",NA
2807,"M",406717,51,"UNV","SOL",20,49,"LOS ANDES",0,0,0,0,0,1253,0,0,2000000,"NO",NA
2808,"F",1482672,54,"TEC","CAS",85,88,"SANTIAGO",0,0,0,0,234,1848,200,1,8000000,"NO",NA
2809,"M",225912,40,"MED","CAS",90,103,"SANTIAGO",0,111497,0,18603,0,8914,11,0,1400000,"NO",NA
2810,"M",298118,43,"TEC","SEP",27,226,"CONCEPCION",0,574560,0,109666,371,0,74,1,5800000,"NO",NA
2811,"F",97827,26,"TEC","CAS",126,89,"SANTIAGO",0,231690,0,0,0,0,84,0,1600000,"NO",NA
2812,"M",990635,53,"UNV","SOL",67,193,"CHILLAN",0,2229894,0,34009,0,31621,187,0,4500000,"NO",NA
2813,"F",359153,54,"UNV","SEP",27,226,"CONCEPCION",0,266104,0,1196,0,0,116,1,3300000,"NO",NA
2814,"F",1230054,57,"TEC","CAS",90,90,"SANTIAGO",0,36091,0,1422762,343,0,1800,1,6900000,"NO",NA
2815,"F",208439,45,"MED","CAS",138,1,"ARICA",0,237323,0,419094,238,0,615,1,5000000,"SI",NA
2816,"M",411943,48,"MED","SOL",138,1,"ARICA",0,23442,0,0,1,0,0,1,1600000,"NO",NA
2817,"M",1699883,42,"MED","CAS",55,90,"SANTIAGO",0,353873,0,0,7,0,0,1,3500000,"NO",NA
2818,"M",168332,40,"UNV","SOL",18,115,"SANTIAGO",0,887953,0,0,1717,0,0,2,2300000,"NO",NA
2819,"M",576916,46,"MED","CAS",31,119,"SANTIAGO",0,0,6602912,0,514,0,11704,2,5900000,"NO",NA
2820,"M",84655,45,"UNV","CAS",54,80,"SANTIAGO",0,608819,0,888536,5,24226,0,1,4500000,"NO",NA
2821,"M",148312,32,"UNV","CAS",15,66,"VALPARAISO",0,49547,0,0,138,8450,70,1,1700000,"NO",NA
2822,"M",2487,32,"UNV","CAS",27,226,"CONCEPCION",0,103338,0,0,541,0,0,1,1100000,"NO",NA
2823,"M",612988,45,"MED","CAS",122,80,"SANTIAGO",0,551164,0,0,1035,13997,1,1,3000000,"NO",NA
2824,"M",882966,32,"UNV","CAS",125,88,"SANTIAGO",0,66169,0,270721,939,0,152,1,2600000,"NO",NA
2825,"F",776133,31,"TEC","SOL",11,11,"TOCOPILLA",0,206842,0,531,0,5010,25,0,2600000,"NO",NA
2826,"M",757007,34,"MED","CAS",59,88,"SANTIAGO",0,360294,0,1709,1301,0,72,3,3100000,"NO",NA
2827,"F",240611,43,"TEC","CAS",63,300,"CASTRO",0,0,0,0,0,0,115,0,2400000,"NO",NA
2828,"M",3872,38,"TEC","SOL",102,93,"SANTIAGO",0,9913,0,0,1080,3352,0,3,2500000,"NO",NA
2829,"M",8724325,44,"UNV","CAS",18,89,"SANTIAGO",0,148902,0,9105,50,0,192,1,2200000,"SI",NA
2830,"F",641712,23,"TEC","SOL",47,72,"CASABLANCA",0,254896,0,99187,135,0,78,1,3700000,"NO",NA
2831,"M",2424752,52,"MED","SOL",27,226,"CONCEPCION",0,1020956,0,0,0,0,5127,1,8000000,"NO",NA
2832,"M",7080439,43,"UNV","CAS",142,93,"SANTIAGO",675001,195462,0,0,2504,0,27,1,8000000,"SI",NA
2833,"F",3031098,38,"TEC","SEP",82,93,"SANTIAGO",0,0,0,0,25,5918,0,1,4000000,"NO",NA
2834,"M",35619,40,"BAS","CAS",107,83,"SANTIAGO",937331,686004,0,0,963,0,322,1,7200000,"NO",NA
2835,"F",27064,48,"TEC","SOL",19,115,"SANTIAGO",0,214307,0,15735,3,0,86,1,2100000,"SI",NA
2836,"F",41504,39,"MED","CAS",48,89,"SANTIAGO",0,499489,0,0,0,19865,0,0,4000000,"NO",NA
2837,"M",444172,50,"UNV","CAS",39,84,"SANTIAGO",585361,290062,0,109999,517,0,72,1,2800000,"NO",NA
2838,"F",17243,40,"MED","SOL",75,516,"LLO-LLEO",3310748,7139,0,18265,4317,10205,140,1,4000000,"SI",NA
2839,"M",335622,40,"TEC","CAS",93,89,"SANTIAGO",0,172,0,173412,13,0,292,2,1900000,"NO",NA
2840,"M",804190,37,"UNV","SOL",116,131,"RANCAGUA",0,34553,0,183580,2046,0,85,2,1600000,"NO",NA
2841,"F",6173898,39,"TEC","VIU",34,29,"LA SERENA",0,249190,0,95891,75,18698,0,1,3100000,"NO",NA
2842,"F",36380,48,"TEC","SEP",16,88,"SANTIAGO",0,1225350,0,0,660,0,0,1,6600000,"SI",NA
2843,"M",314864,41,"UNV","CAS",148,92,"SANTIAGO",0,1142375,0,0,17,0,303,1,8000000,"NO",NA
2844,"M",28708,40,"MED","CAS",55,90,"SANTIAGO",0,133461,0,53733,0,0,220,1,3000000,"NO",NA
2845,"F",45313,40,"UNV","CAS",52,118,"SANTIAGO",0,369,0,181597,2581,0,39,3,4500000,"SI",NA
2846,"M",247921,52,NA,"CAS",61,90,"SANTIAGO",1161278,0,0,122609,133,0,360,2,2400000,"NO",NA
2847,"F",33125,61,"TEC","SOL",90,86,"SANTIAGO",0,1231821,0,0,0,0,2268,0,8000000,"SI",NA
2848,"F",356874,49,"MED","CAS",90,92,"SANTIAGO",0,502944,0,0,10,30758,10,1,2900000,"NO",NA
2849,"F",149512,49,"UNV","CAS",138,1,"ARICA",0,17393,0,74488,72,0,187,1,1600000,"NO",NA
2850,"M",769253,50,"MED","CAS",31,119,"SANTIAGO",0,3857,0,0,1004,0,0,3,3200000,"NO",NA
2851,"M",1702495,46,"UNV","SOL",31,119,"SANTIAGO",3643151,954023,0,2378934,1013,11498,76283,3,1600000,"NO",NA
2852,"M",2160833,41,"UNV","CAS",60,291,"PUERTO MONTT",0,115298,0,2205660,255,2722,3077,3,7700000,"SI",NA
2853,"M",6616409,42,"UNV","CAS",90,89,"SANTIAGO",84754,446830,0,74783,352,3702,257,3,1800000,"SI",NA
2854,"M",726555,55,"UNV","SOL",138,1,"ARICA",0,388799,0,0,18,0,0,1,3000000,"NO",NA
2855,"M",38756,44,"MED","CAS",138,1,"ARICA",0,187207,95545,0,6,0,348,1,1800000,"SI",NA
2856,"F",3584666,35,"TEC","VIU",90,5,"IQUIQUE",0,421958,0,8428,1,14953,295,1,6600000,"NO",NA
2857,"M",28027,48,"MED","CAS",55,90,"SANTIAGO",0,187821,0,0,244,0,0,1,5600000,"NO",NA
2858,"M",111765,35,"MED","CAS",90,NA,NA,0,0,0,0,552,17070,0,1,1200000,"NO",NA
2859,"F",464648,54,"MED","VIU",16,89,"SANTIAGO",0,609462,0,0,22,0,0,1,1300000,"SI",NA
2860,"F",191106,44,NA,"CAS",138,1,"ARICA",1487158,56455,0,474677,904,0,419,1,1500000,"SI",NA
2861,"F",5156257,40,"TEC","VIU",25,93,"SANTIAGO",0,243955,0,0,0,6893,0,0,2600000,"NO",NA
2862,"M",283069,46,"UNV","SOL",35,106,"SANTIAGO",0,13514,0,0,0,0,881,1,2300000,"NO",NA
2863,"M",1975672,44,"UNV","CAS",118,80,"SANTIAGO",0,47227,0,6816,0,1473,11764,1,4500000,"NO",NA
2864,"M",2667159,41,"UNV","CAS",55,90,"SANTIAGO",727129,0,0,139090,214,0,216,1,2100000,"NO",NA
2865,"F",404948,27,"TEC","CAS",47,131,"RANCAGUA",0,11850,0,21238,25,0,27,1,2000000,"NO",NA
2866,"F",262299,49,"UNV","SOL",138,1,"ARICA",0,41720,0,101381,71,0,26,1,1900000,"NO",NA
2867,"F",46545,59,"TEC","SOL",61,284,"OSORNO",0,102829,0,0,23,0,204,1,1700000,"SI",NA
2868,"M",1666931,40,"UNV","CAS",55,90,"SANTIAGO",0,561517,0,0,379,0,0,1,1600000,"NO",NA
2869,"F",3500051,37,"TEC","SOL",90,90,"SANTIAGO",757913,597600,0,17289,501,0,1313,1,3300000,"NO",NA
2870,"M",550183,41,"UNV","VIU",138,1,"ARICA",0,102779,0,802818,45,0,258,1,3700000,"NO",NA
2871,"F",19297,58,"TEC","SOL",51,86,"SANTIAGO",0,3579,0,461343,150,0,224,1,4600000,"SI",NA
2872,"F",29570,50,"MED","SOL",65,77,"EL QUISCO",0,9984,0,154784,841,0,1172,1,6600000,"SI",NA
2873,"M",437965,27,"UNV","CAS",151,227,"TALCAHUANO",0,8574,0,246551,0,4593,113,0,1600000,"NO",NA
2874,"M",494343,37,"TEC","CAS",79,131,"RANCAGUA",14933,836705,0,78232,460,7674,1428,1,4100000,"NO",NA
2875,"M",585313,41,"UNV","CAS",63,300,"CASTRO",0,688368,0,0,5,0,0,1,1800000,"NO",NA
2876,"M",3125857,45,"UNV","CAS",55,90,"SANTIAGO",950703,250408,0,0,801,0,25668,1,6100000,"NO",NA
2877,"M",28930,40,"UNV","CAS",118,111,"SANTIAGO",0,236557,0,45001,0,0,45,1,1800000,"NO",NA
2878,"M",455582,39,"MED","CAS",125,89,"SANTIAGO",0,153598,0,116325,148,0,142,2,1100000,"NO",NA
2879,"F",100905,47,"UNV","CAS",81,59,"QUILLOTA",0,0,0,0,0,15636,0,0,2600000,"NO",NA
2880,"F",287485,47,"UNV","SOL",84,88,"SANTIAGO",0,6524,0,577959,35,0,145,1,1900000,"NO",NA
2881,"F",1236968,36,"UNV","SOL",84,80,"SANTIAGO",0,745386,0,0,15,0,0,1,6200000,"NO",NA
2882,"M",3119315,42,"MED","CAS",20,510,"SANTIAGO",0,29395,0,17049,65,0,46,1,2400000,"SI",NA
2883,"F",1342379,39,"TEC","SOL",90,93,"SANTIAGO",0,20636,0,202509,369,845,172,1,1700000,"NO",NA
2884,"M",399627,51,"UNV","CAS",82,108,"SANTIAGO",0,100334,0,5960,96,0,863,1,2600000,"NO",NA
2885,"F",303508,50,"TEC","CAS",122,99,"SANTIAGO",0,227469,0,0,683,0,0,1,1400000,"NO",NA
2886,"F",507968,53,"MED","CAS",80,84,"SANTIAGO",2523221,69498,2943839,251292,2999,0,324,1,600000,"NO",NA
2887,"M",651515,49,"UNV","CAS",138,1,"ARICA",0,62930,0,22266,5,0,33,1,6200000,"NO",NA
2888,"M",1091289,53,"MED","CAS",27,226,"CONCEPCION",0,867918,0,117928,78,0,41,1,8000000,"NO",NA
2889,"M",362131,43,"MED","CAS",10,5,"IQUIQUE",0,49861,0,0,0,0,135,0,1400000,"NO",NA
2890,"M",2684491,44,"UNV","CAS",55,90,"SANTIAGO",0,172520,0,0,8,0,0,1,2400000,"NO",NA
2891,"M",550576,54,"TEC","CAS",152,84,"SANTIAGO",0,0,0,125304,8,29764,1376,1,4200000,"NO",NA
2892,"F",38148,42,"TEC","SOL",103,115,"SANTIAGO",0,116425,0,213052,15,4603,207,1,3500000,"SI",NA
2893,"M",1707167,52,"UNV","CAS",43,67,"VINA DEL MAR",0,439012,0,518577,5,14814,679,1,8000000,"NO",NA
2894,"F",2352154,30,"TEC","CAS",90,NA,NA,0,0,0,0,0,6703,0,0,2700000,"NO",NA
2895,"F",66205,43,NA,"SOL",61,284,"OSORNO",0,376051,0,84426,3451,0,2975,1,8000000,"SI",NA
2896,"F",29754,50,"TEC","SOL",40,90,"SANTIAGO",0,40651,0,274560,808,0,1100,1,4200000,"SI",NA
2897,"M",377,43,"MED","CAS",138,1,"ARICA",0,219711,0,59098,240,0,189,1,2100000,"SI",NA
2898,"M",1491993,45,"MED","CAS",138,1,"ARICA",275449,395234,0,1346373,1817,12495,1714,1,4600000,"NO",NA
2899,"M",424314,27,"UNV","SOL",126,80,"SANTIAGO",0,161774,0,11342,100,0,0,1,1800000,"SI",NA
2900,"M",220684,33,"TEC","CAS",52,80,"SANTIAGO",426673,17605,0,0,1256,7775,40,2,2900000,"SI",NA
2901,"M",633340,50,"MED","CAS",90,88,"SANTIAGO",0,770594,0,169257,357,6352,547,1,1300000,"NO",NA
2902,"F",1045585,48,"MED","CAS",52,86,"SANTIAGO",0,741820,0,0,365,0,0,1,8000000,"NO",NA
2903,"M",1029632,37,"TEC","CAS",52,86,"SANTIAGO",0,836154,0,0,0,31107,0,0,8000000,"NO",NA
2904,"M",277409,30,"UNV","CAS",90,90,"SANTIAGO",0,19170,0,652370,192,0,1653,3,3200000,"NO",NA
2905,"F",599877,60,"TEC","SOL",108,99,"SANTIAGO",0,113626,0,0,19,0,0,1,2000000,"NO",NA
2906,"M",751067,43,"MED","CAS",138,1,"ARICA",0,14772,0,872090,894,0,209,2,6500000,"NO",NA
2907,"M",1061776,41,"UNV","CAS",120,88,"SANTIAGO",0,7170,0,1234,8,0,49,1,1700000,"NO",NA
2908,"M",375446,53,"MED","CAS",146,90,"SANTIAGO",0,480950,0,21355,252,12102,0,1,1100000,"NO",NA
2909,"M",6093,47,"UNV","CAS",55,90,"SANTIAGO",0,258032,0,1687315,10,0,18180,2,3700000,"NO",NA
2910,"M",989441,44,"UNV","CAS",93,93,"SANTIAGO",0,372099,0,92063,1191,0,45,2,3300000,"NO",NA
2911,"M",12920,45,"UNV","CAS",55,90,"SANTIAGO",0,93427,0,269696,3,0,491,1,2000000,"NO",NA
2912,"F",765111,50,"TEC","SOL",79,148,"SAN FERNANDO",15292,197950,0,0,367,0,13,1,2700000,"NO",NA
2913,"M",323589,24,"UNV","SOL",82,88,"SANTIAGO",0,241072,0,0,5,0,102,1,1700000,"NO",NA
2914,"M",784748,49,"UNV","CAS",103,93,"SANTIAGO",0,74645,0,0,3080,7514,31,3,3400000,"NO",NA
2915,"M",305473,49,"UNV","SOL",138,1,"ARICA",0,29251,0,7784,2293,575,4,2,550000,"NO",NA
2916,"M",31093,40,"UNV","CAS",29,510,"SANTIAGO",0,630088,0,0,2490,0,0,1,1300000,"NO",NA
2917,"M",1257017,52,"TEC","CAS",27,226,"CONCEPCION",407108,25062,0,890487,1382,0,37,2,8000000,"NO",NA
2918,"F",671309,48,"MED","CAS",74,272,"VALDIVIA",0,8725,0,871825,80,0,723,1,2600000,"NO",NA
2919,"M",682462,49,"MED","CAS",40,60,"LA CRUZ",0,671833,0,204433,357,0,1891,1,8000000,"NO",NA
2920,"F",289815,50,"MED","SOL",84,80,"SANTIAGO",0,66057,0,242007,30,0,211,2,1700000,"NO",NA
2921,"M",2445964,43,"MED","SOL",10,5,"IQUIQUE",0,665982,0,0,69,3749,0,1,8000000,"NO",NA
2922,"F",4006615,30,"TEC","SOL",85,88,"SANTIAGO",186048,157107,0,4572,467,0,4,1,1600000,"NO",NA
2923,"F",339568,51,"MED","CAS",16,89,"SANTIAGO",0,11540,0,0,705,0,0,2,3100000,"NO",NA
2924,"M",263065,46,"MED","CAS",138,1,"ARICA",0,56066,0,53131,445,0,6,3,1200000,"NO",NA
2925,"M",44593,53,"MED","CAS",30,85,"SANTIAGO",0,333836,0,422347,0,29220,1672,1,8000000,"NO",NA
2926,"M",146443,46,"MED","CAS",138,1,"ARICA",0,243026,0,1311218,2561,0,404,2,800000,"NO",NA
2927,"M",1527748,43,"UNV","CAS",55,90,"SANTIAGO",0,41790,0,0,0,12761,0,1,7200000,"NO",NA
2928,"M",57083,44,"UNV","CAS",55,90,"SANTIAGO",0,86015,0,842351,224,0,31794,2,4600000,"SI",NA
2929,"F",403227,34,"TEC","CAS",14,85,"SANTIAGO",0,0,0,0,0,0,0,0,2400000,"NO",NA
2930,"M",80570,45,"UNV","CAS",55,90,"SANTIAGO",0,143360,497553,0,0,0,0,1,2600000,"NO",NA
2931,"M",4412,51,"MED","CAS",108,105,"SANTIAGO",0,316522,0,53077,10,6488,69,3,1600000,"NO",NA
2932,"M",2381258,41,"UNV","CAS",55,90,"SANTIAGO",1356772,55663,0,627954,1654,10342,0,3,1900000,"NO",NA
2933,"F",2474652,34,"TEC","VIU",24,87,"SANTIAGO",0,121345,0,1596495,37,0,2442,1,7200000,"NO",NA
2934,"F",5040563,38,"TEC","VIU",138,112,"SANTIAGO",0,813276,0,0,0,0,0,0,8000000,"NO",NA
2935,"F",2734393,36,"TEC","SOL",17,103,"SANTIAGO",0,818080,0,1888678,3505,0,2761,3,1000000,"NO",NA
2936,"F",468,46,"TEC","SOL",122,85,"SANTIAGO",0,171723,0,207748,114,0,55,1,1900000,"SI",NA
2937,"M",723251,45,"MED","CAS",90,106,"SANTIAGO",434626,135337,0,0,580,0,0,2,1400000,"NO",NA
2938,"F",223094,40,"UNV","SOL",138,1,"ARICA",0,0,0,199752,0,0,778,1,2600000,"SI",NA
2939,"M",313382,53,"TEC","SOL",81,59,"QUILLOTA",0,0,0,0,247,30116,21280,2,1600000,"NO",NA
2940,"M",136313,52,"MED","SOL",31,119,"SANTIAGO",0,127837,0,2215953,2,0,1620,1,7300000,"SI",NA
2941,"F",3707197,33,"TEC","SOL",10,5,"IQUIQUE",0,320390,0,0,0,10978,0,0,1500000,"NO",NA
2942,"M",624825,48,"UNV","SOL",138,1,"ARICA",0,199049,0,106222,162,0,0,1,2600000,"NO",NA
2943,"F",75511,28,"MED","SOL",138,1,"ARICA",0,118289,0,8378,103,0,0,1,1700000,"NO",NA
2944,"F",23850,38,"MED","SOL",108,5,"IQUIQUE",0,56271,0,0,112,0,0,1,4000000,"SI",NA
2945,"M",567912,47,"UNV","CAS",138,1,"ARICA",0,1935654,0,722027,0,17612,0,1,8000000,"NO",NA
2946,"M",202526,52,"UNV","CAS",63,93,"SANTIAGO",0,45421,0,65258,2122,0,60,2,1700000,"NO",NA
2947,"M",1281855,43,"UNV","CAS",55,90,"SANTIAGO",0,39571,0,71712,283,15522,380,1,1200000,"NO",NA
2948,"F",69670,42,"TEC","SOL",88,67,"VINA DEL MAR",0,172607,0,561874,6328,33072,839,1,6400000,"SI",NA
2949,"F",151037,45,"MED","CAS",74,92,"SANTIAGO",0,52624,0,354855,22,19698,58,1,1400000,"NO",NA
2950,"M",920799,53,"UNV","CAS",31,119,"SANTIAGO",74445,263181,0,59746,1070,0,108,3,1000000,"SI",NA
2951,"F",447514,36,"MED","CAS",88,67,"VINA DEL MAR",0,175156,0,0,0,0,4,0,4200000,"NO",NA
2952,"M",400372,55,"UNV","SOL",68,226,"CONCEPCION",0,66034,0,0,0,2507,0,0,1800000,"NO",NA
2953,"M",289811,36,"UNV","CAS",108,90,"SANTIAGO",0,139807,0,3214,0,0,111,0,1400000,"SI",NA
2954,"F",27693,29,"UNV","CAS",16,91,"SANTIAGO",0,1961,0,136002,61,0,76,1,1800000,"NO",NA
2955,"F",2007806,38,"TEC","CAS",84,85,"SANTIAGO",0,108161,0,0,4,40757,0,1,8000000,"NO",NA
2956,"M",50244,51,"UNV","SEP",55,90,"SANTIAGO",287136,0,0,0,162,0,0,1,2000000,"SI",NA
2957,"F",404273,45,"UNV","CAS",31,119,"SANTIAGO",1060892,5986,0,93053,1784,0,323,1,1900000,"NO",NA
2958,"F",2410060,49,"MED","VIU",45,86,"SANTIAGO",0,0,0,0,0,0,165348,0,8000000,"NO",NA
2959,"M",25858,52,"UNV","CAS",55,90,"SANTIAGO",1272876,0,0,702214,2104,0,1002,1,500000,"NO",NA
2960,"M",430277,48,"UNV","CAS",31,92,"SANTIAGO",0,249867,3402313,48026,2736,6038,9262,2,1900000,"NO",NA
2961,"M",286,52,"UNV","CAS",27,226,"CONCEPCION",0,6813,0,283612,0,0,897,1,2500000,"NO",NA
2962,"M",998642,38,"MED","SEP",63,300,"CASTRO",3087143,518299,0,934551,2864,0,0,1,7400000,"NO",NA
